time,Adresse,I1,U_DC,P_DC,T1,T2,I_SUM,weather_GHI,weather_DNI,weather_DHI,weather_Air_Temp,weather_RH,weather_Pressure,weather_Wind_speed,weather_wind_dir,weather_wind_gust,weather_Rain,weather_dayofyear,weather_Dangle,weather_Alpha,weather_GTI
2024-09-07 09:30,122,3.199,226.528,725.886,34.579,0,3.199,318.642,125.636,255.674,26.207,51.224,955.205,2.568,24.649,2.969,0,251,5.007,63.007,356.233
2024-09-07 09:40,122,3.491,226.592,792.871,35.533,0,3.491,355.964,135.232,284.833,26.62,49.618,955.271,2.704,22.171,3.199,0,251,5.007,63.007,397.958
2024-09-07 09:50,122,4.389,226.997,996.535,37.169,0,4.389,418.872,244.115,283.214,26.819,48.796,955.342,2.614,38.953,3.039,0,251,5.007,63.007,468.288
2024-09-07 10:00,122,5.289,225.074,1190.816,40.292,0,5.289,504.911,381.459,283.34,27.321,46.982,955.347,3.618,51.883,4.169,0,251,5.007,63.007,564.477
2024-09-07 10:10,122,5.798,224.089,1299.166,42.37,0,5.798,555.875,473.575,268.602,27.73,45.452,955.409,3.632,48.451,4.239,0,251,5.007,63.007,621.454
2024-09-07 10:20,122,6.031,223.421,1347.241,44.349,0,6.031,578.738,486.851,271.341,28.171,43.959,955.565,2.784,45.496,3.394,0,251,5.007,63.007,647.013
2024-09-07 10:30,122,6.278,220.994,1387.59,46.889,0,6.278,600.45,497.127,274.218,28.893,42.039,955.616,2.284,48.559,2.744,0,251,5.007,63.007,671.287
2024-09-07 10:40,122,6.442,221.08,1423.84,48.392,0,6.442,613.125,470.569,292.683,29.627,39.897,955.609,2.52,53.098,3.074,0,251,5.007,63.007,685.458
2024-09-07 10:50,122,6.94,220.135,1527.718,49.358,0,6.94,667.258,531.553,292.71,30.198,38.351,955.558,3.207,52.911,3.759,0,251,5.007,63.007,745.977
2024-09-07 11:00,122,7.208,218.442,1574.689,51.237,0,7.208,683.816,544.167,287.434,30.484,37.142,955.514,3.23,57.862,3.854,0,251,5.007,63.007,764.488
2024-09-07 11:10,122,7.476,218.055,1629.874,52.665,0,7.476,711.372,555.29,294.955,30.976,35.655,955.484,3.315,54.245,3.934,0,251,5.007,63.007,795.295
2024-09-07 11:20,122,7.815,216.144,1689.125,54.323,0,7.815,742.339,564.951,306.98,31.574,34.735,955.455,2.915,70.581,3.649,0,251,5.007,63.007,829.915
2024-09-07 11:30,122,8.191,215.342,1763.752,55.943,0,8.191,783.176,570.328,332.703,31.885,34.328,955.358,2.962,61.25,3.724,0,251,5.007,63.007,875.57
2024-09-07 11:40,122,8.804,213.331,1877.371,56.902,0,8.804,853.343,529.356,425.875,32.927,32.914,955.206,2.703,66.456,3.514,0,251,5.007,63.007,954.015
2024-09-07 11:50,122,6.226,215.056,1338.779,56.823,0,6.226,677.986,266.523,460.11,32.974,32.794,955.093,2.362,66.785,3.034,0,251,5.007,63.007,757.971
2024-09-07 12:00,122,7.84,214.188,1679.975,55.651,0,7.84,733.299,316.342,468.644,33.205,32.508,954.968,2.397,65.811,3.029,0,251,5.007,63.007,819.809
2024-09-07 12:10,122,9.912,209.489,2076.708,62.278,0,9.912,978.053,595.446,471.152,33.64,32.027,954.875,2.517,77.07,3.134,0,251,5.007,63.007,1093.437
2024-09-07 12:20,122,9.107,209.144,1903.222,64.866,0,9.107,895.847,485.213,478.045,34.793,30.544,954.748,2.322,66.315,3.019,0,251,5.007,63.007,1001.533
2024-09-07 12:30,122,9.097,207.513,1887.722,65.591,0,9.097,873.028,608.661,342.048,34.893,30.163,954.608,0.998,59.029,1.779,0,251,5.007,63.007,976.022
2024-09-07 12:40,122,9.077,207.61,1884.233,65.722,0,9.077,860.496,617.212,317.38,35.436,29.529,954.454,1.241,115.522,1.854,0,251,5.007,63.007,962.011
2024-09-07 12:50,122,9.131,207.297,1892.631,66.156,0,9.131,875.969,619.122,327.708,35.656,28.74,954.209,1.424,85.588,2.056,0,251,5.007,63.007,979.31
2024-09-07 13:00,122,9.234,207.69,1918.073,67.318,0,9.234,888.745,627.106,331.66,36.128,28.341,953.985,1.164,69.093,1.872,0,251,5.007,63.007,993.593
2024-09-07 13:10,122,7.867,208.021,1638.351,63.911,0,7.867,752.351,428.172,369.975,36.456,27.604,953.835,0.804,129.236,1.349,0,251,5.007,63.007,841.108
2024-09-07 13:20,122,9.236,206.747,1909.3,65.603,0,9.236,903.538,632.46,338.036,36.737,27.675,953.731,0.774,189.599,1.159,0,251,5.007,63.007,1010.131
2024-09-07 13:30,122,9.075,206.053,1869.605,67.644,0,9.075,880.073,628.177,318.326,36.918,28.246,953.665,1.482,265.76,2.082,0,251,5.007,63.007,983.898
2024-09-07 13:40,122,8.926,208.288,1858.084,64.572,0,8.926,856.172,628.159,295.506,36.918,27.41,953.499,2.17,319.18,2.694,0,251,5.007,63.007,957.177
2024-09-07 13:50,122,8.866,210.078,1862.642,62.908,0,8.866,853.646,629.79,294.104,37.135,27.307,953.391,2.503,293.994,3.149,0,251,5.007,63.007,954.353
2024-09-07 14:00,122,9.117,208.088,1897.073,64.811,0,9.117,870.693,627.145,316.899,37.243,26.928,953.306,1.428,196.979,2.137,0,251,5.007,63.007,973.411
2024-09-07 14:10,122,9.444,206.991,1955.368,66.097,0,9.444,922.002,606.349,389.545,37.652,26.562,953.341,1.97,300.47,2.539,0,251,5.007,63.007,1030.773
2024-09-07 14:20,122,8.629,204.868,1767.654,66.567,0,8.629,890.401,506.193,448.63,37.599,26.59,953.35,2.622,290.76,3.434,0,251,5.007,63.007,995.444
2024-09-07 14:30,122,5.175,206.992,1071.065,62.798,0,5.175,571.876,190.863,407.005,37.933,26.53,953.333,2.029,279.72,2.664,0,251,5.007,63.007,639.342
2024-09-07 14:40,122,3.328,213.35,710.142,52.746,0,3.328,349.449,1.839,349.516,37.728,26.405,953.437,2.783,286.38,3.464,0,251,5.007,63.007,390.674
2024-09-07 14:50,122,3.702,217.652,808.135,46.658,0,3.702,361.477,0.347,362.917,36.752,27.565,953.539,6.477,308.19,7.613,0,251,5.007,63.007,404.121
2024-09-07 15:00,122,7.308,220.415,1609.578,45.154,0,7.308,710.518,264.841,494.188,34.888,31.659,953.88,8.363,332.17,9.581,0,251,5.007,63.007,794.34
2024-09-07 15:10,122,6.644,220.245,1463.509,45.677,0,6.644,700.168,270.624,482.033,33.657,36.163,954.142,8.561,328.78,10.625,0,251,5.007,63.007,782.769
2024-09-07 15:20,122,5.859,222.209,1302.715,42.422,0,5.859,655.727,235.487,470.127,30.857,43.292,954.579,10.595,332.55,12.475,0.03,251,5.007,63.007,733.085
2024-09-07 15:30,122,2.058,222.478,457.295,35.387,0,2.058,243.624,15.764,232.532,28.72,47.396,954.949,9.541,329.44,11.21,0.04,251,5.007,63.007,272.365
2024-09-07 15:40,122,2.033,225.654,458.894,30.933,0,2.033,216.403,1.193,216.591,26.855,51.142,955.217,10.445,329.05,12.905,0,251,5.007,63.007,241.932
2024-09-07 15:50,122,2.405,228.906,550.424,29.416,0,2.405,274.351,2.482,273.821,25.674,54.836,955.727,11.453,335,13.255,0,251,5.007,63.007,306.717
2024-09-07 16:00,122,1.767,226.769,400.673,28.082,0,1.767,224.149,0.818,224.375,24.639,59.876,956.146,11.264,336.11,13.565,0,251,5.007,63.007,250.593
2024-09-07 16:10,122,1.312,226.496,297.235,27.031,0,1.312,163.497,0,164.201,24.241,62.52,956.669,10.388,328.54,12.59,0,251,5.007,63.007,182.785
2024-09-07 16:20,122,1.081,224.55,242.775,26.162,0,1.081,128.264,0,128.767,23.765,64.315,957.002,9.989,330.92,11.97,0,251,5.007,63.007,143.396
2024-09-07 16:30,122,1.264,227.023,287.685,25.104,0,1.264,130.717,0,131.258,22.853,66.164,957.199,10.849,326.6,13.23,0,251,5.007,63.007,146.139
2024-09-07 16:40,122,1.62,229.288,371.143,25.211,0,1.62,187.47,0,188.298,22.442,67.961,957.244,10.835,331.6,13.11,0,251,5.007,63.007,209.587
2024-09-07 16:50,122,1.71,229.344,392.153,25.019,0,1.71,196.408,0,197.331,22.153,66.689,956.997,10.817,333.04,13.215,0,251,5.007,63.007,219.578
2024-09-07 17:00,122,1.356,227.914,309.115,25.161,0,1.356,178.386,0,178.986,22.576,58.197,956.913,10.405,338.93,12.04,0,251,5.007,63.007,199.431
2024-09-07 17:10,122,0.872,223.837,194.996,25.017,0,0.872,99.688,0,99.658,23.148,51.189,957.017,9.393,337.01,11.005,0,251,5.007,63.007,111.448
2024-09-07 17:20,122,0.969,224.972,218.187,24.859,0,0.969,101.869,0,101.785,23.169,51.204,957.308,9.045,337.51,10.511,0,251,5.007,63.007,113.887
2024-09-07 17:30,122,0.856,223.908,191.444,24.853,0,0.856,99.084,0,98.955,23.315,47.166,958.041,9.558,337.4,11.16,0,251,5.007,63.007,110.773
2024-09-07 17:40,122,0.962,224.549,215.86,24.919,0,0.962,112.303,0,112.356,23.412,46.118,958.83,8.071,346.19,9.61,0,251,5.007,63.007,125.552
2024-09-07 17:50,122,0.596,221.543,131.93,24.469,0,0.596,72.659,0,72.514,23.173,47.997,959.097,6.988,344.13,8.192,0,251,5.007,63.007,81.231
2024-09-07 18:00,122,0.499,218.338,108.882,24.197,0,0.499,49.824,0,49.352,23.338,46.856,959.822,5.529,280.366,6.539,0,251,5.007,63.007,55.702
2024-09-07 18:10,122,0.638,199.973,127.995,24.266,0,0.638,68.844,0,68.168,23.322,45.754,960.006,5.404,355.38,6.389,0,251,5.007,63.007,76.966
2024-09-07 18:20,122,0.426,217.139,92.268,24.015,0,0.426,47.819,0,47.061,23.282,46.481,959.747,4.139,11.949,4.934,0,251,5.007,63.007,53.461
2024-09-07 18:30,122,0.313,213.807,66.899,23.792,0,0.313,35.828,0,35.003,23.361,46.54,960.008,3.699,118.277,4.234,0,251,5.007,63.007,40.055
2024-09-07 18:40,122,0.188,208.218,38.916,23.427,0,0.188,19.124,0,18.014,23.369,46.923,960.332,2.107,21.075,2.524,0,251,5.007,63.007,21.38
2024-09-07 18:50,122,0.167,205.865,34.01,23.058,0,0.167,13.435,0,11.995,23.324,47.489,960.662,1.515,211.939,1.814,0,251,5.007,63.007,15.019
2024-09-07 19:00,122,0.162,204.845,33.199,22.982,0,0.162,13.665,0,12.563,23.369,47.903,960.636,2.418,53.703,2.769,0,251,5.007,63.007,15.277
2024-09-07 19:10,122,0.137,204.614,27.459,23.111,0,0.137,10.379,0,9.472,23.384,48.121,960.52,3.013,54.283,3.439,0,251,5.007,63.007,11.603
2024-09-07 19:20,122,0.117,203.388,23.817,23.188,0,0.117,9.378,0,8.566,23.45,48.565,960.411,3.285,71.45,4.014,0,251,5.007,63.007,10.485
2024-09-07 19:30,122,0.063,194.437,12.151,23.239,0,0.063,5.308,0,4.456,23.544,48.656,960.402,3.182,83.165,3.789,0,251,5.007,63.007,5.934
2024-09-07 19:40,122,0.004,49.775,0.436,23.22,0,0.004,0.207,0,0.022,23.467,49.312,960.134,4.459,88.404,5.519,0,251,5.007,63.007,0.232
2024-09-07 19:50,122,0,29.033,0,23.278,0,0,0,0,0,23.588,48.763,960.226,4.132,98.39,5.199,0,251,5.007,63.007,0
2024-09-07 20:00,122,0,19.232,0,23.337,0,0,0,0,0,23.597,48.417,960.503,4.218,116.02,5.289,0,251,5.007,63.007,0
2024-09-07 20:10,122,0,6.405,0,23.231,0,0,0,0,0,23.711,47.56,960.817,4.564,137.39,5.429,0,251,5.007,63.007,0
2024-09-07 20:20,122,0,4.395,0,21.019,0,0,0,0,0,23.504,50.841,961.17,4.962,138.11,6.029,0,251,5.007,63.007,0
2024-09-07 20:30,122,0,2.874,0,18.908,0,0,0,0,0,22.047,62.764,961.48,3.175,138.62,3.884,0.05,251,5.007,63.007,0
2024-09-07 20:40,122,0,2.313,0,18.802,0,0,0,0,0,21.1,71.525,961.552,1.771,134.34,2.254,0.07,251,5.007,63.007,0
2024-09-07 20:50,122,0,1.905,0,19.12,0,0,0,0,0,20.704,71.901,961.805,3.653,143.45,4.384,0.01,251,5.007,63.007,0
2024-09-07 21:00,122,0,1.499,0,18.508,0,0,0,0,0,20.214,73.729,961.514,5.297,135.59,6.204,0.04,251,5.007,63.007,0
2024-09-07 21:10,122,0,1.148,0,18.243,0,0,0,0,0,19.606,77.865,961.094,4.054,122.5,4.759,0.02,251,5.007,63.007,0
2024-09-07 21:20,122,0,0.938,0,18.273,0,0,0,0,0,19.552,78.988,960.917,3.719,121.02,4.589,0.01,251,5.007,63.007,0
2024-09-07 21:30,122,0,0.86,0,18.391,0,0,0,0,0,19.796,78.49,960.724,3.009,111.5,3.829,0,251,5.007,63.007,0
2024-09-07 21:40,122,0,0.876,0,18.6,0,0,0,0,0,19.929,79.105,960.743,3.189,119.65,3.819,0,251,5.007,63.007,0
2024-09-07 21:50,122,0,0.903,0,18.611,0,0,0,0,0,19.969,78.374,960.584,3.628,106.69,4.439,0,251,5.007,63.007,0
2024-09-07 22:00,122,0,0.876,0,19.209,0,0,0,0,0,20.077,76.694,960.301,3.563,91.7,4.549,0,251,5.007,63.007,0
2024-09-07 22:10,122,0,0.966,0,18.852,0,0,0,0,0,19.931,77.461,960.039,4.339,93.15,5.224,0.02,251,5.007,63.007,0
2024-09-07 22:20,122,0,1.13,0,18.475,0,0,0,0,0,19.621,80.37,959.886,5.31,98.33,6.084,0.04,251,5.007,63.007,0
2024-09-07 22:30,122,0,1.047,0,18.434,0,0,0,0,0,19.334,83.22,959.799,5.614,98.75,6.494,0.05,251,5.007,63.007,0
2024-09-07 22:40,122,0,0.919,0,18.425,0,0,0,0,0,19.171,85.44,959.818,4.058,101.57,4.964,0.05,251,5.007,63.007,0
2024-09-07 22:50,122,0,0.868,0,18.448,0,0,0,0,0,19.106,86.14,959.436,4.393,107.37,5.064,0.02,251,5.007,63.007,0
2024-09-07 23:00,122,0,0.86,0,18.344,0,0,0,0,0,19.072,85.1,959.356,4.163,117.79,5.034,0.01,251,5.007,63.007,0
2024-09-07 23:10,122,0,0.856,0,18.345,0,0,0,0,0,19.245,83.98,959.017,4.24,108.7,5.279,0.01,251,5.007,63.007,0
2024-09-07 23:20,122,0,0.731,0,18.36,0,0,0,0,0,19.322,84.07,958.748,4.728,110.88,5.904,0.01,251,5.007,63.007,0
2024-09-07 23:30,122,0,0.55,0,18.321,0,0,0,0,0,19.392,83.22,958.412,4.519,102.36,5.434,0,251,5.007,63.007,0
2024-09-07 23:40,122,0,0.387,0,18.643,0,0,0,0,0,19.72,79.745,958.331,3.397,94.38,4.129,0,251,5.007,63.007,0
2024-09-07 23:50,122,0,0.294,0,19.551,0,0,0,0,0,20.057,77.983,958.232,3.406,99.18,4.089,0,251,5.007,63.007,0
2024-09-08 00:00,122,0,0.29,0,19.936,0,0,0.193,0,0,20.359,78.156,957.982,3.864,104.16,4.669,0,251,5.007,63.007,0.215
2024-09-08 00:10,122,0,0.29,0,20.198,0,0,0.223,0,0,20.598,78.218,958.102,2.898,117.58,3.529,0,251,5.007,63.007,0.249
2024-09-08 00:20,122,0,0.317,0,20.336,0,0,0,0.055,0,20.764,78.907,958.119,2.474,117.38,3.089,0,251,5.007,63.007,0
2024-09-08 00:30,122,0,0.306,0,20.416,0,0,0,0.344,0,20.86,79.438,958.276,1.674,129.64,2.194,0,251,5.007,63.007,0
2024-09-08 00:40,122,0,0.294,0,20.378,0,0,0,0,0,20.869,80.475,958.283,1.643,128.1,2.064,0,251,5.007,63.007,0
2024-09-08 00:50,122,0,0.313,0,20.431,0,0,0,0,0,20.811,81.37,958.201,1.36,117.75,1.709,0,252,4.612,62.612,0
2024-09-08 01:00,122,0,0.294,0,20.388,0,0,0,0,0,20.891,82.07,957.996,0.851,74.37,1.204,0,252,4.612,62.612,0
2024-09-08 01:10,122,0,0.29,0,20.242,0,0,0,0,0,20.838,82.95,957.904,0.057,34.03,0.127,0,252,4.612,62.612,0
2024-09-08 01:20,122,0,0.29,0,20.128,0,0,0,0,0,20.812,83.21,957.764,0,0,0,0,252,4.612,62.612,0
2024-09-08 01:30,122,0,0.29,0,20.008,0,0,0,0,0,20.893,83.52,957.543,0.603,56.895,0.742,0,252,4.612,62.612,0
2024-09-08 01:40,122,0,0.286,0,19.78,0,0,0,0,0,20.912,83.6,957.287,0.479,13.977,0.609,0,252,4.612,62.612,0
2024-09-08 01:50,122,0,0.278,0,19.662,0,0,0,0,0,20.931,83.96,957.087,1.599,46.581,1.739,0,252,4.612,62.612,0
2024-09-08 02:00,122,0,0.273,0,19.542,0,0,0,0,0,20.902,83.71,956.995,1.248,39.689,1.369,0,252,4.612,62.612,0
2024-09-08 02:10,122,0,0.29,0,19.581,0,0,0,0,0,20.901,83.47,956.929,1.288,14.298,1.489,0,252,4.612,62.612,0
2024-09-08 02:20,122,0,0.29,0,19.782,0,0,0,0,0,20.955,83.7,956.8,0.977,22.414,1.194,0,252,4.612,62.612,0
2024-09-08 02:30,122,0,0.29,0,20.045,0,0,0,0,0,21.012,85.06,956.64,1.558,23.17,1.699,0,252,4.612,62.612,0
2024-09-08 02:40,122,0,0.29,0,20.125,0,0,0,0,0,20.929,85.35,956.658,2.225,280.009,2.484,0,252,4.612,62.612,0
2024-09-08 02:50,122,0,0.282,0,19.848,0,0,0,0,0,20.808,84.82,956.72,1.729,179.09,2.069,0,252,4.612,62.612,0
2024-09-08 03:00,122,0,0.278,0,19.776,0,0,0,0,0,20.839,83.84,956.86,2.188,13.816,2.454,0,252,4.612,62.612,0
2024-09-08 03:10,122,0,0.278,0,19.667,0,0,0,0,0,20.783,83.97,956.858,2.993,24.336,3.414,0,252,4.612,62.612,0
2024-09-08 03:20,122,0,0.278,0,19.387,0,0,0,0,0,20.683,84.2,956.832,2.965,29.722,3.294,0,252,4.612,62.612,0
2024-09-08 03:30,122,0,0.29,0,19.237,0,0,0,0,0,20.634,84.61,956.812,2.327,113.962,2.659,0,252,4.612,62.612,0
2024-09-08 03:40,122,0,0.29,0,18.954,0,0,0,0,0,20.532,85.78,956.815,2.488,342.58,2.819,0,252,4.612,62.612,0
2024-09-08 03:50,122,0,0.29,0,18.887,0,0,0,0,0,20.501,86.18,956.913,2.459,343.64,2.914,0,252,4.612,62.612,0
2024-09-08 04:00,122,0,0.294,0,19.029,0,0,0,0,0,20.687,85.77,956.94,2.757,351.43,3.269,0,252,4.612,62.612,0
2024-09-08 04:10,122,0,0.286,0,19.215,0,0,0,0,0,20.606,86.04,956.89,3.54,338.79,4.074,0,252,4.612,62.612,0
2024-09-08 04:20,122,0,0.29,0,19.211,0,0,0,0,0,20.498,85.47,956.867,3.572,335.77,4.154,0,252,4.612,62.612,0
2024-09-08 04:30,122,0,0.29,0,19.183,0,0,0,0,0,20.491,84.35,956.824,3.487,340.56,4.144,0,252,4.612,62.612,0
2024-09-08 04:40,122,0,0.282,0,18.98,0,0,0,0,0,20.376,84.3,956.84,2.865,335.26,3.424,0,252,4.612,62.612,0
2024-09-08 04:50,122,0,0.29,0,18.865,0,0,0,0,0,20.229,84.39,957.018,3.016,338.4,3.664,0,252,4.612,62.612,0
2024-09-08 05:00,122,0,0.29,0,18.731,0,0,0,0,0,20.13,84.31,957.165,3.352,335.31,4.159,0,252,4.612,62.612,0
2024-09-08 05:10,122,0,0.29,0,18.655,0,0,0,0,0,19.916,85.22,957.286,3.598,332.12,4.304,0,252,4.612,62.612,0
2024-09-08 05:20,122,0,0.29,0,18.494,0,0,0,0,0,19.736,86.37,957.355,3.372,331.01,4.039,0,252,4.612,62.612,0
2024-09-08 05:30,122,0,0.293,0,18.387,0,0,0,0,0,19.575,86.86,957.356,3.833,334.98,4.519,0,252,4.612,62.612,0
2024-09-08 05:40,122,0,0.322,0,18.146,0,0,0,0,0,19.32,87.5,957.586,3.754,336.85,4.604,0,252,4.612,62.612,0
2024-09-08 05:50,122,0,0.334,0,17.937,0,0,0,0,0,19.047,88.17,957.767,3.674,343.56,4.504,0,252,4.612,62.612,0
2024-09-08 06:00,122,0,0.368,0,17.809,0,0,0,0,0,18.878,88.81,957.889,4.27,334.51,5.094,0,252,4.612,62.612,0
2024-09-08 06:10,122,0,0.389,0,17.63,0,0,0,0,0,18.492,88.84,958.084,4.219,344.26,4.994,0,252,4.612,62.612,0
2024-09-08 06:20,122,0,0.606,0,17.504,0,0,0,0,0,18.338,89.02,958.168,4.742,344.28,5.629,0,252,4.612,62.612,0
2024-09-08 06:30,122,0,2.649,0,17.314,0,0,0,0,0,18.132,89.81,958.345,4.712,342.77,5.759,0,252,4.612,62.612,0
2024-09-08 06:40,122,0,20.034,0,17.132,0,0,0,0,0,17.926,90.65,958.502,4.652,348.1,5.504,0,252,4.612,62.612,0
2024-09-08 06:50,122,0,31.099,0,17.056,0,0,0,0,0,17.728,91.42,958.639,4.307,345.77,5.284,0,252,4.612,62.612,0
2024-09-08 07:00,122,0.005,36.538,0.237,17.241,0,0.005,0,0,0,17.65,92.23,958.861,4.52,348.1,5.114,0,252,4.612,62.612,0
2024-09-08 07:10,122,0.031,112.244,3.611,17.619,0,0.031,1.091,0,0.972,17.711,92.98,959.053,4.438,350.61,5.294,0,252,4.612,62.612,1.224
2024-09-08 07:20,122,0.051,210.234,10.689,17.961,0,0.051,4.889,0,5.045,17.874,93.75,959.238,4.403,347.79,5.509,0,252,4.612,62.612,5.489
2024-09-08 07:30,122,0.173,211.891,36.615,18.186,0,0.173,16.577,0.055,16.777,17.929,94.26,959.444,4.707,348.34,5.459,0,252,4.612,62.612,18.609
2024-09-08 07:40,122,0.269,216.636,58.314,18.538,0,0.269,28.458,0.086,28.432,17.995,94.63,959.697,4.415,354.27,5.064,0,252,4.612,62.612,31.946
2024-09-08 07:50,122,0.401,220.351,88.543,19.006,0,0.401,44.184,0.145,43.997,18.019,94.84,959.914,4.235,350.54,4.949,0,252,4.612,62.612,49.601
2024-09-08 08:00,122,0.506,223.062,113.024,19.431,0,0.506,56.404,0.003,56.224,18.041,95.02,960.087,4.389,350.33,4.904,0,252,4.612,62.612,63.319
2024-09-08 08:10,122,0.672,225.448,151.692,19.876,0,0.672,73.554,0,73.306,18.117,95.12,960.287,4.098,347.13,4.939,0,252,4.612,62.612,82.571
2024-09-08 08:20,122,0.896,227.463,204.29,20.566,0,0.896,100.132,0.375,99.895,18.164,95.16,960.452,3.733,345.83,4.524,0,252,4.612,62.612,112.407
2024-09-08 08:30,122,1.311,230.118,301.551,21.325,0,1.311,134.671,3.575,133.535,18.304,95.08,960.586,3.816,344.53,4.839,0,252,4.612,62.612,151.181
2024-09-08 08:40,122,2.022,233.656,472.971,22.794,0,2.022,221.182,74.162,195.83,18.536,94.8,960.685,4.174,339.12,4.979,0,252,4.612,62.612,248.297
2024-09-08 08:50,122,3.036,234.936,713.569,24.482,0,3.036,301.807,225.633,215.786,18.976,94.34,960.788,3.782,280.389,4.624,0,252,4.612,62.612,338.806
2024-09-08 09:00,122,3.189,234.381,747.082,25.851,0,3.189,316.018,265.417,205.757,19.302,93.49,960.909,4.192,314.386,4.879,0,252,4.612,62.612,354.759
2024-09-08 09:10,122,3.131,233.462,731.348,26.591,0,3.131,307.16,176.182,228.139,19.461,92.85,960.967,3.807,215.187,4.449,0,252,4.612,62.612,344.815
2024-09-08 09:20,122,3.046,231.57,707.801,27.335,0,3.046,309.78,133.861,245.794,19.827,91.87,961.122,3.348,10.404,3.894,0,252,4.612,62.612,347.757
2024-09-08 09:30,122,3.776,232.777,880.019,28.791,0,3.776,354.6,168.196,267.732,20.236,90.44,961.265,2.472,52.091,3.029,0,252,4.612,62.612,398.071
2024-09-08 09:40,122,2.722,230.072,627.969,30.354,0,2.722,275.952,102.41,221.452,20.442,88.6,961.433,2.182,32.279,2.574,0,252,4.612,62.612,309.782
2024-09-08 09:50,122,3.282,229.527,756.589,30.918,0,3.282,336.889,93.95,283.065,20.633,87.17,961.585,1.595,44.746,1.959,0,252,4.612,62.612,378.189
2024-09-08 10:00,122,5.355,228.984,1228.318,35.398,0,5.355,442.042,99.414,383.041,21.191,85.66,961.732,1.932,55.912,2.389,0,252,4.612,62.612,496.233
2024-09-08 10:10,122,5.299,226.75,1203.959,37.952,0,5.299,501.318,161.514,398.928,21.487,83.4,961.877,1.52,43.101,1.849,0,252,4.612,62.612,562.775
2024-09-08 10:20,122,5.88,224.895,1322.694,41.563,0,5.88,629.151,219.657,484.263,22.204,81.387,961.958,1.08,91.538,1.512,0,252,4.612,62.612,706.28
2024-09-08 10:30,122,4.314,224.052,966.849,41.982,0,4.314,438.231,15.317,430.011,22.628,78.368,962.174,0.836,115.64,1.309,0,252,4.612,62.612,491.954
2024-09-08 10:40,122,5.172,225.761,1168.722,39.756,0,5.172,444.576,70.542,395.249,22.741,77.542,962.326,0.975,43.855,1.249,0,252,4.612,62.612,499.077
2024-09-08 10:50,122,5.355,225.429,1208.279,41.121,0,5.355,535.059,73.493,483.26,22.615,78.626,962.317,1.624,131.267,1.909,0,252,4.612,62.612,600.653
2024-09-08 11:00,122,5.815,224.508,1306.156,43.103,0,5.815,575.733,62.61,530.161,23.052,77.279,962.318,0.873,231.44,1.302,0,252,4.612,62.612,646.313
2024-09-08 11:10,122,6.254,223.629,1398.058,43.685,0,6.254,610.302,81.966,546.816,23.622,75.232,962.361,0.475,152.603,0.834,0,252,4.612,62.612,685.12
2024-09-08 11:20,122,4.908,221.147,1085.438,46.37,0,4.908,551.074,39.348,521.425,24.308,72.851,962.378,0.551,117.133,0.912,0,252,4.612,62.612,618.632
2024-09-08 11:30,122,3.773,222.769,840.464,42.122,0,3.773,394.503,1.536,395.816,24.267,71.33,962.442,1.865,251.07,2.192,0,252,4.612,62.612,442.866
2024-09-08 11:40,122,4.51,223.726,1009.085,40.881,0,4.51,449.768,2.644,450.392,23.774,72.676,962.409,1.055,294.25,1.562,0,252,4.612,62.612,504.905
2024-09-08 11:50,122,7.141,223.976,1598.802,43.67,0,7.141,611.921,80.379,543.854,24.212,71.299,962.36,1.666,227.66,2.059,0,252,4.612,62.612,686.937
2024-09-08 12:00,122,7.848,219.103,1720.409,48.585,0,7.848,771.317,170.499,623.594,24.642,70.909,962.375,2.377,231.13,2.804,0,252,4.612,62.612,865.874
2024-09-08 12:10,122,7.327,218.501,1600.69,49.188,0,7.327,676.761,110.206,579.882,24.613,71.124,962.36,1.762,243,2.414,0,252,4.612,62.612,759.726
2024-09-08 12:20,122,9.237,217.513,2009.838,52.16,0,9.237,842.171,358.336,518.509,25.152,69.158,962.363,1.333,274.4,1.919,0,252,4.612,62.612,945.414
2024-09-08 12:30,122,7.437,218.026,1622.829,53.062,0,7.437,655.867,202.956,472.223,25.466,67.001,962.369,1.747,297.9,2.224,0,252,4.612,62.612,736.271
2024-09-08 12:40,122,9.946,219.652,2188.192,55.389,0,9.946,963.512,561.928,452.116,25.333,66.846,962.304,2.164,317.86,2.549,0,252,4.612,62.612,1081.63
2024-09-08 12:50,122,7.381,218.43,1614.12,54.457,0,7.381,735.134,202.996,551.185,26.002,66.233,962.232,2.424,316.57,2.889,0,252,4.612,62.612,825.255
2024-09-08 13:00,122,8.597,222.047,1915.651,53.205,0,8.597,822.972,246.05,596.441,26.028,65.022,962.23,2.463,296.49,2.974,0,252,4.612,62.612,923.862
2024-09-08 13:10,122,8.219,218.326,1801.963,56.038,0,8.219,783.42,237.183,563.579,26.313,64.253,962.189,2.942,280.62,3.629,0,252,4.612,62.612,879.461
2024-09-08 13:20,122,6.278,217.27,1364.635,52.82,0,6.278,673.035,131.682,552.041,26.464,63.396,962.146,2.617,289.42,3.299,0,252,4.612,62.612,755.544
2024-09-08 13:30,122,6.212,220.349,1373.478,48.054,0,6.212,623.341,69.762,559.598,26.556,62.763,962.179,2.642,288.11,3.319,0,252,4.612,62.612,699.757
